地区,リーグ名,年度,部・ブロック,結果ページのURL,順位表ページのURL,形式,goalnote_tid,チームの区別,状態,根拠のURL,メモ,Claude確認,確認メモ,チーム数,チーム例,取得方法
第5地区,NSリーグ,2026,3部C,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループF（3部Cに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループF=3部C の対応を確認,7,都立鷺宮高等学校B・東京立正高等学校・都立井草高等学校,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,1部,,,不明,,不明,未発見,,根拠となるページ未発見,未発見,,,,
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,2部A,,,不明,,不明,未発見,,根拠となるページ未発見,未発見,,,,
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,2部B,,,不明,,不明,未発見,,根拠となるページ未発見,未発見,,,,
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,3部A,https://www.metro.ed.jp/roka-h/activities/2025/01/clubentry_90.html,,独自サイト,,A・Bの表記あり,一部確認,https://www.metro.ed.jp/roka-h/activities/2024/07/clubentry_75.html,都立芦花高校サッカー部の学校ページで確認。2024年度(令和6年度)は3部Aに所属し4勝4敗5位で終了。地区一元の結果ページは未発見で学校個別ページのみ,確認済み（ChatGPTの記載どおり）,ChatGPTが提示したclubentry_75(2024/07/16、開催中の速報)に加え、確定結果を記載したclubentry_90(2025/01/16公開)を新たに発見して補強した,不明,芦花／日大桜丘／都市大等々力B,curl
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2024,3部B,,,不明,,不明,未発見,,根拠となるページ未発見,未発見,,,,
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2025,不明（1部/2部/3部とも未特定）,,,不明,,不明,未発見,https://koko-soccer.com/score/4208,地区リーグ（総当たり戦）のページは未発見。参加校の一部（駒場東邦・野津田など）は確認できたが大会種別が異なる,ChatGPTの記載と違う,Gemini: 提示のkoko-soccer.com/score/4208を開いて確認したところ見出しは「2025年度 令和7年度東京新人戦（新人選手権大会）第6地区」というノックアウト方式のトーナメント表であり、地区リーグ（総当たり戦の順位表）ではなかった。Geminiが挙げた参加校（駒場東邦・野津田等）はこの新人戦のものであり、地区リーグの根拠にはならない,,,curl
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,1部,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv,,Googleサイト（スプレッドシート埋め込み）,,A・B・Cの表記あり,確認済み,http://tokyo6league.com/,tokyo6league.com(公式ポータル)の各部ページが2026年度分としてGoogleサイト(sites.google.com/gakugei-hs.info/league6)へ誘導。埋め込みGoogleフォーム回答シートを見つけ、gviz/tq?tqx=out:csvで機械可読なCSVとして直接取得できた（順位表ではなく1行=1試合の結果ログ）。駒場学園AはbukatsunaviのSNS的な部活ページ(2026年度6地区1部第7節)とも一致。ChatGPTが提示したbukatsunaviのURLは1部の存在確認としては正しかった,新たに発見,Gemini: koko-soccer.com/score/4208は本ブロックの根拠にはならない（2025年度の新人戦であり別大会。詳細は2025年度の行を参照）,10,駒場学園A／日大三B／成城学園,curl(tokyo6league.com→sites.google.com埋め込みiframeのspreadsheet IDを抽出→docs.google.com/.../gviz/tq?tqx=out:csvを直接curl)
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv,,Googleサイト（スプレッドシート埋め込み）,,A・B・Cの表記あり,確認済み,http://tokyo6league.com/,tokyo6league.com(公式ポータル)の各部ページが2026年度分としてGoogleサイト(sites.google.com/gakugei-hs.info/league6)へ誘導。埋め込みGoogleフォーム回答シートを見つけ、gviz/tq?tqx=out:csvで機械可読なCSVとして直接取得できた（順位表ではなく1行=1試合の結果ログ）,新たに発見,,9,多摩大目黒D／大東学園／日大桜丘A,curl(tokyo6league.com→sites.google.com埋め込みiframeのspreadsheet IDを抽出→docs.google.com/.../gviz/tq?tqx=out:csvを直接curl)
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,2部B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv,,Googleサイト（スプレッドシート埋め込み）,,A・B・Cの表記あり,確認済み,http://tokyo6league.com/,tokyo6league.com(公式ポータル)の各部ページが2026年度分としてGoogleサイト(sites.google.com/gakugei-hs.info/league6)へ誘導。埋め込みGoogleフォーム回答シートを見つけ、gviz/tq?tqx=out:csvで機械可読なCSVとして直接取得できた（順位表ではなく1行=1試合の結果ログ）,新たに発見,,10,学大附／小川／日大三C,curl(tokyo6league.com→sites.google.com埋め込みiframeのspreadsheet IDを抽出→docs.google.com/.../gviz/tq?tqx=out:csvを直接curl)
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部A,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv,,Googleサイト（スプレッドシート埋め込み）,,A・B・Cの表記あり,確認済み,http://tokyo6league.com/,tokyo6league.com(公式ポータル)の各部ページが2026年度分としてGoogleサイト(sites.google.com/gakugei-hs.info/league6)へ誘導。埋め込みGoogleフォーム回答シートを見つけ、gviz/tq?tqx=out:csvで機械可読なCSVとして直接取得できた（順位表ではなく1行=1試合の結果ログ）。都立芦花が引き続き3部Aに所属（2024年度と同ブロック）,新たに発見,,7,芦花／千歳丘／科学技術学園,curl(tokyo6league.com→sites.google.com埋め込みiframeのspreadsheet IDを抽出→docs.google.com/.../gviz/tq?tqx=out:csvを直接curl)
第6地区,第6地区リーグU-18（通称・第6地区ユースリーグ）,2026,3部B,https://docs.google.com/spreadsheets/d/1vY7m-UeNZODVhNsxWN_Wn9Nt-7p4BdPc8PC64K5_qAo/gviz/tq?tqx=out:csv,,Googleサイト（スプレッドシート埋め込み）,,A・B・Cの表記あり,一部確認,http://tokyo6league.com/,tokyo6league.com(公式ポータル)の各部ページが2026年度分としてGoogleサイト(sites.google.com/gakugei-hs.info/league6)へ誘導。埋め込みGoogleフォーム回答シートを見つけ、gviz/tq?tqx=out:csvで機械可読なCSVとして直接取得できた（順位表ではなく1行=1試合の結果ログ）。9/11時点でフォームへの結果報告が1試合のみで全チーム未判明,新たに発見,,2,国際／日大桜丘B,curl(tokyo6league.com→sites.google.com埋め込みiframeのspreadsheet IDを抽出→docs.google.com/.../gviz/tq?tqx=out:csvを直接curl)
第7地区,第7地区ユースリーグ,2024,1部,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division,https://sites.google.com/view/youthleague-7/archives/2024/Scores/1st-division,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,新たに発見,ChatGPT/Geminiともに2024年度は「archives/2024」というトップページのURLのみで、部ごとのURLは未特定だった。トップページHTML内のサイトマップ情報(/view/youthleague-7/archives/2024/Scores/1st-division等)から発見,10,Raiz Chofu F.C U-18/大成C/アローレ八王子U-18,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2024,2部A,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-a,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,新たに発見,同上。トップページのサイトマップ情報から発見,9,八王子東A/昭和第一学園B/明中八王子B,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2024,2部B,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b,https://sites.google.com/view/youthleague-7/archives/2024/Scores/2nd-division-b,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,新たに発見,同上,9,調布南/永山/穎明館,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2024,3部A,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-a,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,新たに発見,同上,8,富士森/三鷹中等B/神代,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2024,3部B,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b,https://sites.google.com/view/youthleague-7/archives/2024/Scores/3rd-division-b,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,新たに発見,同上,9,星槎国際八王子/八王子北/府中,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2025,1部,https://sites.google.com/view/youthleague-7/archives/2025/Scores/1,https://sites.google.com/view/youthleague-7/archives/2025/Scores/1,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,確認済み（ChatGPTの記載どおり）,ChatGPT記載のURLと一致。トップページのサイトマップでも同じパスを確認,10,アローレ八王子U-18/大成C/調布南A,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2025,2部A,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL。片倉Bは不参加チームとして別記されており実働8チーム,確認済み（ChatGPTの記載どおり）,ChatGPT記載のURLと一致,9,星槎国際八王子/明大八王子B/松が谷A,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2025,2部B,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,確認済み（ChatGPTの記載どおり）,ChatGPT記載のURLと一致,9,明星学園B/法政大学/富士森,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2025,3部A,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,確認済み（ChatGPTの記載どおり）,ChatGPT記載のURLと一致,9,八王子北/工学院/南平,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2025,3部B,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b,Googleサイト(静的テキスト・最終順位のみ),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,Googleサイトの過去データページで、節ごとの試合結果・スコアは掲載されておらず「最終順位」のみを文章形式で掲載(得点は勝ち点)。結果ページと順位表ページは同一URL,確認済み（ChatGPTの記載どおり）,ChatGPT記載のURLと一致,9,昭和第一学園C/アローレ八王子B/法政大学B,curlでHTML取得しBeautifulSoupでテキスト抽出(表ではなく文章形式の最終順位)
第7地区,第7地区ユースリーグ,2026,1部,https://sites.google.com/view/youthleague-7/scores/1st-division,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVPxsdzQeHgNi4Bg02sDdW2DYT-H-jTe8Q3NttnomTX3wCBomCCepRUQPb_Szwlq6D9RkOnPZnznB2/pub?gid=513876327&single=true&output=csv,Googleサイト(スプレッドシート埋め込み・pubhtml/CSV取得可),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,公式サイトのページ自体には表が直接テキスト化されておらず、Googleスプレッドシート(公開pubhtml)をiframe埋め込み。全ブロック共通でgid=1051712607(星取表)/gid=513876327(順位表)/gid=80189940(すべての試合結果)の3タブ構成。「順位表ページのURL」列には順位表タブのCSV直リンクを記載,新たに発見,ChatGPTは2026年度について「1部・2部A・2部Bの存在は確認、年度別URLは未特定」としていた。トップページHTML内のiframe src属性から各ブロックのスプレッドシートID・URLを特定した,10,大成C/星槎国際八王子/三鷹中等,サイトHTMLのiframe src属性からスプレッドシートID・gidを抽出。https://docs.google.com/spreadsheets/d/e/<ID>/pub?gid=<gid>&single=true&output=csv にリダイレクト追従(curl -L またはPythonのrequests allow_redirects=True/urllib標準)でアクセスするとCSVが取得できることを実機確認済み
第7地区,第7地区ユースリーグ,2026,2部A,https://sites.google.com/view/youthleague-7/scores/2nd-division-a,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDgq8t4JUX3Bwny3MQXdTAYZz1ya47lHunDLtuGBYg3R_y30tCEiB5YIfLLXnNPXTVL_FTW0FzIOC6/pub?gid=513876327&single=true&output=csv,Googleサイト(スプレッドシート埋め込み・pubhtml/CSV取得可),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,公式サイトのページ自体には表が直接テキスト化されておらず、Googleスプレッドシート(公開pubhtml)をiframe埋め込み。全ブロック共通でgid=1051712607(星取表)/gid=513876327(順位表)/gid=80189940(すべての試合結果)の3タブ構成。「順位表ページのURL」列には順位表タブのCSV直リンクを記載,新たに発見,ChatGPTは2026年度について「1部・2部A・2部Bの存在は確認、年度別URLは未特定」としていた。トップページHTML内のiframe src属性から各ブロックのスプレッドシートID・URLを特定した,9,桐朋/八王子北/八王子,サイトHTMLのiframe src属性からスプレッドシートID・gidを抽出。https://docs.google.com/spreadsheets/d/e/<ID>/pub?gid=<gid>&single=true&output=csv にリダイレクト追従(curl -L またはPythonのrequests allow_redirects=True/urllib標準)でアクセスするとCSVが取得できることを実機確認済み
第7地区,第7地区ユースリーグ,2026,2部B,https://sites.google.com/view/youthleague-7/scores/2nd-division-b,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnG2t7r30I6bfEEBBGZRKWZo3ixiupiIdVCBR4RyKdn1TUhL8C6i2pEiNNaZ4yslVIUR5LF92BaFMS/pub?gid=513876327&single=true&output=csv,Googleサイト(スプレッドシート埋め込み・pubhtml/CSV取得可),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,公式サイトのページ自体には表が直接テキスト化されておらず、Googleスプレッドシート(公開pubhtml)をiframe埋め込み。全ブロック共通でgid=1051712607(星取表)/gid=513876327(順位表)/gid=80189940(すべての試合結果)の3タブ構成。「順位表ページのURL」列には順位表タブのCSV直リンクを記載,新たに発見,ChatGPTは2026年度について「1部・2部A・2部Bの存在は確認、年度別URLは未特定」としていた。トップページHTML内のiframe src属性から各ブロックのスプレッドシートID・URLを特定した,9,富士森/穎明館/立川,サイトHTMLのiframe src属性からスプレッドシートID・gidを抽出。https://docs.google.com/spreadsheets/d/e/<ID>/pub?gid=<gid>&single=true&output=csv にリダイレクト追従(curl -L またはPythonのrequests allow_redirects=True/urllib標準)でアクセスするとCSVが取得できることを実機確認済み
第7地区,第7地区ユースリーグ,2026,3部A,https://sites.google.com/view/youthleague-7/scores/3rd-division-a,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx2FQdzhqIHTKWyZgvsblEu1BNjxh8D164OyzusdtyTV3U3iqZhlZdR2x2Iiu-FXllAvaRzSJW3AUI/pub?gid=513876327&single=true&output=csv,Googleサイト(スプレッドシート埋め込み・pubhtml/CSV取得可),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,公式サイトのページ自体には表が直接テキスト化されておらず、Googleスプレッドシート(公開pubhtml)をiframe埋め込み。全ブロック共通でgid=1051712607(星取表)/gid=513876327(順位表)/gid=80189940(すべての試合結果)の3タブ構成。「順位表ページのURL」列には順位表タブのCSV直リンクを記載,新たに発見,ChatGPTは2026年度について「1部・2部A・2部Bの存在は確認、年度別URLは未特定」としていた。トップページHTML内のiframe src属性から各ブロックのスプレッドシートID・URLを特定した,9,明星学園C/府中西/南平,サイトHTMLのiframe src属性からスプレッドシートID・gidを抽出。https://docs.google.com/spreadsheets/d/e/<ID>/pub?gid=<gid>&single=true&output=csv にリダイレクト追従(curl -L またはPythonのrequests allow_redirects=True/urllib標準)でアクセスするとCSVが取得できることを実機確認済み
第7地区,第7地区ユースリーグ,2026,3部B,https://sites.google.com/view/youthleague-7/scores/3rd-division-b,https://docs.google.com/spreadsheets/d/e/2PACX-1vSz-Rl0rEvqrXiYZjx_kzGuJ4RUw2SNB336r2xVEhaeSiIrUKWdA3VM-XDAJIXoihKh_eDUxW1Hw5Nl/pub?gid=513876327&single=true&output=csv,Googleサイト(スプレッドシート埋め込み・pubhtml/CSV取得可),,チーム名にA/B/C等の接尾辞があるチームとないチームが混在(同一校の2軍/3軍を示す),確認済み,https://sites.google.com/view/youthleague-7/,公式サイトのページ自体には表が直接テキスト化されておらず、Googleスプレッドシート(公開pubhtml)をiframe埋め込み。全ブロック共通でgid=1051712607(星取表)/gid=513876327(順位表)/gid=80189940(すべての試合結果)の3タブ構成。「順位表ページのURL」列には順位表タブのCSV直リンクを記載,新たに発見,ChatGPTは2026年度について「1部・2部A・2部Bの存在は確認、年度別URLは未特定」としていた。トップページHTML内のiframe src属性から各ブロックのスプレッドシートID・URLを特定した,8,アローレ八王子U-18B/松が谷B/日野,サイトHTMLのiframe src属性からスプレッドシートID・gidを抽出。https://docs.google.com/spreadsheets/d/e/<ID>/pub?gid=<gid>&single=true&output=csv にリダイレクト追従(curl -L またはPythonのrequests allow_redirects=True/urllib標準)でアクセスするとCSVが取得できることを実機確認済み
第8地区,8地区ユースリーグ,2024,1部,https://web.playerapp.tokyo/competition/14485,https://web.playerapp.tokyo/competition/14485,JS描画(React/api.ookami.me),,学校名+A/B表記あり,一部確認,https://web.playerapp.tokyo/competition/14485,title/og:titleで「(2024)1部リーグ」を確認。呼び出し元の指示によりPlaywrightは1回のみ使用し第5〜9節の結果を確認(速報・日程は現在なし=シーズン終了扱い)。順位表タブは未確認,確認済み（ChatGPTの記載どおり）,HTTP200/静的HTMLにはtitleとmeta以外の試合データなし・本文表示はJS必須,不明(対戦校6校以上を確認・9節以上実施),東大和高等学校B／早稲田実業学校高等部B／小平高等学校A,curl+Playwright(1回のみ)
第8地区,8地区ユースリーグ,2024,2部(ブロック不明),https://www.metro.ed.jp/higashimurayama-h/activities/club_9/index.html,,HTML(ニュースブログ・沿革表あり・順位表なし),,不明,一部確認,https://www.metro.ed.jp/higashimurayama-h/activities/club_9/index.html,沿革表に「R06 第8地区ユースリーグ2部昇格」と明記。個別節の対戦校は2024年分を精読していない,新たに発見,ChatGPT・Geminiともに2024年2部は未記載。都立東村山高校自身のページで発見,不明,不明,curl(WebSearchで発見)
第8地区,8地区ユースリーグ,2024,3部A,,,不明,,不明,未発見,,ChatGPT・Geminiとも2024年3部Aの専用URLは未記載。WebSearchでも発見できず,未発見,検索したが該当ページ見つからず,不明,不明,WebSearch(未達)
第8地区,8地区ユースリーグ,2024,3部B,https://dendai-highschool-soccer.1web.jp/results.html,,HTML(div構造のスコアカード・順位表なし),,学校名+A/B表記あり,一部確認,https://dendai-highschool-soccer.1web.jp/results.html,見出し「2024年8地区ユースリーグ3部Bブロック」で確認。電大高視点で全8節+5・6位決定戦の結果あり,確認済み（ChatGPTの記載どおり）,HTTP200・charset=utf-8で正常に読める・bs4でdivクラスcaption/player/totalを抽出可能,9校前後(電大高含む対戦校から推定・総数の明記なし),多摩科学技術高等学校／拝島／小平B,curl
第8地区,8地区ユースリーグ,2025,1部,https://sc.footballnavi.jp/tokaisugaofc/news_list.php?curY=1909&kn=10308&nowpg=2,,HTML(shift_jisのニュース一覧・順位表なし),,不明,一部確認,https://sc.footballnavi.jp/tokaisugaofc/news_list.php?curY=1909&kn=10308&nowpg=2,見出し一覧に「2025年度第8地区ユースリーグ1部第1〜6節」を確認。同一ページに2部の見出しも混在しており東海大菅生は1部と2部の2チーム体制の可能性あり。対戦校名は個別記事にのみ記載されておりこのURLからは取得不可,確認済み（ChatGPTの記載どおり）,HTTP200・charset=shift_jisでのデコードが必要・見出し一覧のみでスコア本文なし,不明,不明,curl(shift_jisデコード)
第8地区,8地区ユースリーグ,2025,2部(ブロック不明),https://web.playerapp.tokyo/competition/16069,https://web.playerapp.tokyo/competition/16069,JS描画(React/api.ookami.me),,不明,一部確認,https://web.playerapp.tokyo/competition/16069,title「(2025)2部リーグ」で確認。東海大菅生footballnaviにも2025年2部の見出しがあり同一リーグの可能性。都立東村山高校が2025年10月に2部残留と発表しておりこのリーグと同一と推定(Gemini:東村山の2025年所属確認に対応),確認済み（ChatGPTの記載どおり）,HTTP200・titleで年度部一致・本文はJS必須のため未確認,不明,不明,curl(title/metaのみ)
第8地区,8地区ユースリーグ,2025,3部(Player!表記・ブロック不明),https://web.playerapp.tokyo/competition/16071,https://web.playerapp.tokyo/competition/16071,JS描画(React/api.ookami.me),,不明,一部確認,https://web.playerapp.tokyo/competition/16071,title「(2025)3部リーグ」で確認。上記の電大高「3部Aブロック」と同一リーグの可能性が高いが本文未取得のため断定不可,確認済み（ChatGPTの記載どおり）,HTTP200・titleで年度部一致・本文はJS必須のため未確認,不明,不明,curl(title/metaのみ)
第8地区,8地区ユースリーグ,2025,3部A,https://dendai-highschool-soccer.1web.jp/results.html,,HTML(div構造のスコアカード・順位表なし),,学校名+A/B表記あり,一部確認,https://dendai-highschool-soccer.1web.jp/results.html,見出し「2025年8地区ユースリーグ3部Aブロック」で確認(ChatGPT未記載の新規発見)。電大高視点で7節+最終節+1位2位順位決定戦(PK)。Player!のcompetition/16071「3部リーグ(2025)」と同一ブロックの可能性が高いがPlayer側にブロック名の表記がなく断定不可,新たに発見,見出しテキストで年度・部・ブロック完全一致,8〜9校程度(電大高含む対戦校から推定),国際基督教大学高校／清瀬高校／啓明学園,curl
第8地区,8地区ユースリーグ,2025,3部B,,,不明,,不明,未発見,,2024年に存在した3部Bが2025年も存続しているか確認できず。電大高は2025年に3部Aへ配置されており3部Bの動向は追えていない,未発見,検索したが該当ページ見つからず,不明,不明,WebSearch(未達)
第8地区,8地区ユースリーグ,2026,1部,,,不明,,不明,未発見,https://x.com/fussa_fc/status/2030956570729926934,ChatGPT・Geminiとも「存在のみ」で専用URL未特定。X投稿に2026年度開幕への言及があるが本文は開けない,未発見,X(x.com)はcurlでHTTP200が返るがJS必須のSPAシェルのみで投稿本文は取得不可・WebFetchもHTTP402で拒否,不明,不明,curl+WebFetch(いずれも本文取得失敗)
第8地区,8地区ユースリーグ,2026,2部A,https://dendai-highschool-soccer.1web.jp/results.html,,HTML(div構造のスコアカード・順位表なし),,学校名+A/B表記あり,一部確認,https://dendai-highschool-soccer.1web.jp/results.html,見出し「2026年8地区ユースリーグ2部Aブロック」で確認。9月時点で第1〜4節のみ掲載(シーズン進行中)。対戦校は東海大菅生B・福生A・中央国際・東村山。都立東村山高校の2026年度所属をこのページで確認(第4節5/10@東村山高校、電大高1-3東村山)。東村山自身のニュースページ(club_9/index.html)でも同日5/10に「ユースリーグ、念願の勝ち点3をGet!」と記載があり日付が一致。東村山の沿革表にも「R06(2024)8地区ユースリーグ2部昇格」「2025年10月2部残留決定」とあり2024年以降一貫して2部所属,新たに発見,東村山の2026年度所属のクロス確認はChatGPT/Geminiになし。見出しテキストと東村山側の日付・スコアの整合を確認,4校以上(進行中のため未確定),東海大菅生B／福生A／東村山,curl(電大高・東村山両方)
第8地区,8地区ユースリーグ,2026,2部B,,,不明,,不明,未発見,,2024年3部Bだった小平B等の昇格先として2部Bが存在する可能性があるが未確認,未発見,検索したが該当ページ見つからず,不明,不明,WebSearch(未達)
第8地区,8地区ユースリーグ,2026,3部A,,,不明,,不明,未発見,,ChatGPT・Geminiとも「存在のみ」で専用URL未特定,未発見,検索したが該当ページ見つからず,不明,不明,WebSearch(未達)
